text,reaction
Dr.imran H sarkarমনে হয় জঙ্গি কে এখন ভয় পাছেন। আগে এটা তদন্তকারীকে তদন্ত করতে দিন।,sad
অসাধারণ রিপ্লাই।,happy
না দেওয়াটাই ভাল ছিল এবং সাথে ট্যাক্সি স্টান্ডটা আর ও একটু শৃঙ্খল করলে ভাল হত।,sad
এক কথায় অসাধারণ যুক্তি।,happy
এহেম এহেম ...তো আপনি চান মানুষ বেশী বেশী ধার্মিক হোক?ভাল ভাল খুব ভাল!,happy
এটা অন্যায় হইছে।,sad
স্যালুট বস।,happy
"যে আম্পায়ার রা তাসকিনের আরাপাত সানির বলিং নিয়ে সংশয় জানিয়েছে, অবস্যই সে আম্পায়ারদের আম্পায়ারিং সঠিক কিনা তযন্ত করা উচিত,হয়তো তারা কারো কাছ থেকে ঘোষ খেয়ে এই কাজ করেছে কিনা সেইটা ও চেক করা উচিত,",fear
এই পেজে আসলে আমার মন ভাল হঅঅইয়া যায় :),happy
"আপনি কি এই নিয়ে আবার আন্দোলন করবেন,,,তনু কে নিয়ে করেছেন কি হল,,ক্ষতি হন বরং মেয়েটি কে আরেক কষ্ট দিলেন কবর থেকে তুলে,,আপনি সকারের দালাল,,,,,,,",angry
"প্রসঙ্গ রাষ্ট্রধর্ম ইসলাম নিয়ে একাত্তর জার্নালের গলাবাজি ও তথ্য বিকৃতি: গতকাল একাত্তর জার্নালে মুফতী সাখাওয়াত হুসাইন সাহেবকে রাষ্ট্রধর্ম ইসলাম নিয়ে বিভিন্ন প্রশ্ন করা হয়। [ভিডিও লিংক: https://goo.gl/Py0nTb – শেষের ৭-৮ মিনিট] তাঁর উত্তর শোনার আগেই বারবার থামিয়ে ভিন্ন প্রসঙ্গ ও ভুল তথ্য ছুঁড়ে বিভ্রান্ত করার চেষ্টা করা হয়। অনুষ্ঠানে যে তিনটি মৌলিক প্রশ্ন করা হয় তা হলো: ১. পৃথিবীর কয়টা মুসলিম দেশে সংবিধানে ইসলাম আছে? কোন দেশে? ২. রাষ্ট্রধর্মে ইসলাম না থাকলে কি দেশে ইসলাম থাকবে না? ৩. এরশাদ একটা মতলব নিয়ে এটা করেছিল, পরবর্তীতে বিএনপি ভয়ে তা বাদ দেয় নি। প্রথম প্রশ্নের উত্তরে মুফতী সাহেব মধ্যপ্রাচ্যের মুসলিম দেশসহ বিশ্বের অনেকগুলো মুসলিম দেশে সংবিধানে রাষ্ট্রধর্ম ইসলাম থাকার কথা বললে উপস্থাপিকা জোর দিয়ে বলার চেষ্টা করেন যে, ইন্দোনেশিয়া, মালয়েশিয়াতে তো নেই। আরো বলেন, ইরাক, ইরানেও নেই। মুফতী সাহেব মরক্কো, আলজেরিয়ার কথা বললে, সেগুলোও উপস্থাপিকা অস্বীকার করেন। অথচ আমরা দেখি: ১. মালয়েশিয়ার রাষ্ট্রধর্ম ইসলাম। ফেডেরাল কন্সটিটিউশনের প্রথম ভাগের ৩ এর ১ অনুচ্ছেদে বলা হয়েছে: Islam is the religion of the Federation; but other religions may be practised in peace and harmony in any part of the Federation. [দেখুন: মালয়েশিয়ার সংবিধান: http://goo.gl/svUNdA] ২. ইরাকের রাষ্ট্রধর্ম ইসলাম। সংবিধানের 2-2A তে আছে: Islam is the official religion of the State and is a foundation source of legislation: A. No law may be enacted that contradicts the established provisions of Islam. [ইরাকের সংবিধান: http://goo.gl/EY5wvY] ৩. ইরানের রাষ্ট্রধর্ম ইসলাম (শী’য়া মতবাদ)। সংবিধানের Article 12 -এ আছে: The official religion of Iran is Islam. [ইরানের মূল সংবিধান: http://goo.gl/Tp0T3Z; আন-অফিশিয়াল অনুবাদ: http://goo.gl/fzB1j6 ] ৪. মরক্কোর রাষ্ট্রধর্ম ইসলাম। সংবিধানে Article 6 -এ আছে: Article 6: Islam shall be the state religion. The state shall guarantee freedom of worship for all. [মরক্কোর সংবিধান: http://goo.gl/3y08p7] ৫. আলজেরিয়ার রাষ্ট্রধর্ম ইসলাম। সংবিধানের Article 2 তে আছে: [State Religion] Islam is the religion of the State. [আলজেরিয়ার মূল সংবিধান: http://goo.gl/3CEtdC অনুবাদ: http://goo.gl/Htio6a] ৬. ইন্দোনেশিয়ার রাষ্ট্রধর্ম ইসলাম। সংবিধানের Article 29 এ বলা হয়েছে Religion: (1) The State shall be based upon the belief in the One and Only God. (2) The State guarantees all persons the freedom of worship, each according to his/her own religion or belief. এক ও একমাত্র গডে বিশ্বাস ইসলাম ছাড়া অন্য কোনো ধর্মে নেই। [ইন্দোনেশিয়ার সংবিধান: http://goo.gl/QemKDm] এ ছাড়া আরো যেসব দেশে রাষ্ট্রধর্ম ইসলাম: Afghanistan, Bahrain, Brunei, Egypt, Jordan, Kuwait, Libya, Maldives, Mauritania, Oman, Pakistan, Qatar, Saudi Arabia, Somalia, Somaliland, Tunisia, Turkey, United Arab Emirates, Yemen, Maldives. [দেখুন: https://goo.gl/GWzkfE] অথচ কী সুন্দর গলাবাজি করে বারবার মালয়েশিয়া ও ইন্দোনেশিয়ার কথা বলা হচ্ছিল! দ্বিতীয় প্রশ্নে জানতে চাওয়া হয়, রাষ্ট্রধর্মে ইসলাম না থাকলে কি দেশে ইসলাম থাকবে না? আমাদের প্রশ্ন, রাষ্ট্রধর্মে ইসলাম থাকা- না থাকা যদি সমান হয়, তাহলে থাকতে এত সমস্যা কেন? তৃতীয় প্রশ্নের উত্তরে বলি, রাজনীতিটা মতলবেরই, মতলব ছাড়া কে কবে কথা বলে! বাকী মতলবটা জনগণের উপকারী হলো কিনা, প্রশ্ন সেটা। আমাদের পাল্টা প্রশ্ন, ৭২ -এর সংবিধানে কেন রাষ্ট্রধর্ম ইসলাম স্থান পায় নি? কেন সেখানে সেকুলারিজম জায়গা পেল? সেখানে কাদের মতলব ছিল? দেশের জনসংখ্যার কত পার্সেন্ট তখন সেকুলার ছিল? আমরা তো রোজা রেখে মুক্তিযুদ্ধ করার গল্প জেনেছি, নামাযে দোয়া করে যুদ্ধে বের হওয়ার দৃষ্টান্ত দেখেছি। তাহলে তাদের ত্যাগের এত অমর্যাদা কেন? == মাত্র ৫-৭ মিনিটের কথায় এত গলাবাজি আর মিথ্যার আশ্রয় নিলে কীভাবে হবে ভাই! সত্য দিয়ে মোকাবিলা করুন, যদি বুদ্ধিমান ও সাহসী হয়ে থাকেন!",sad
